!def(NO_CONSOLE),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
def(FEAT_GUI),
def(DEBUG),
True,
def(FEAT_BEVAL),
def(FEAT_RIGHTLEFT),
def(FEAT_FKMAP),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
def(PROTO),
def(__BORLANDC__),
def(WSDEBUG),
!def(PROTO),
def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(MCH_WRITE_DUMP),
def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
!def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(NBDEBUG),
