def(PROTO),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
def(FEAT_GUI),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(INET_SOCKETS),
def(_WIN32),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
def(MAIN),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
def(__MINT__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(WSDEBUG),
True,
!def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_JOB_CHANNEL),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
