def(FEAT_JOB_CHANNEL),
def(MAIN),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
def(WIN32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(_WIN32),
def(FEAT_GUI),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(__MINT__),
def(WSDEBUG_SENSE),
def(DEBUG),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(PROTO),
def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
def(INET_SOCKETS),
