def(FEAT_MBYTE),
def(FEAT_GUI),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
def(NBDEBUG),
def(PROTO),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(DEBUG),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
!def(NO_CONSOLE),
def(FEAT_TERMRESPONSE),
def(MCH_WRITE_DUMP),
!def(INET_SOCKETS),
def(__BORLANDC__),
!def(FEAT_BEVAL),
!def(PROTO),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG),
def(FEAT_GUI_W32),
def(FEAT_RIGHTLEFT),
def(FEAT_FKMAP),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
True,
