def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(PROTO),
def(JUMPLIST_ROTATE),
def(UNIX),
def(INET_SOCKETS),
def(FEAT_BEVAL_GUI),
def(FEAT_TERMRESPONSE),
!def(UNIX),
!def(FEAT_PROFILE),
def(WIN32),
def(FEAT_JOB_CHANNEL),
def(DEBUG),
def(LESSTIF_VERSION),
def(WSDEBUG),
def(MAIN),
def(__MINT__),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(_WIN32),
def(FEAT_TOOLBAR),
def(FEAT_PROFILE),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
