def(MAIN),
def(NBDEBUG),
def(__BORLANDC__),
def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
!def(PROTO),
True,
def(DEBUG),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
def(FEAT_SUN_WORKSHOP),
!def(NO_CONSOLE),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
def(PROTO),
def(FEAT_GUI_W32),
def(WSDEBUG),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
