!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
True,
def(FEAT_GUI),
def(WSDEBUG),
def(WSDEBUG_TRACE),
def(PROTO),
def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_GTK),
def(__BORLANDC__),
def(NBDEBUG),
def(WSDEBUG_SENSE),
!def(NO_CONSOLE),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
!def(PROTO),
