!def(NO_CONSOLE),
def(NBDEBUG),
def(FEAT_MBYTE),
def(MCH_WRITE_DUMP),
def(PROTO),
!def(FEAT_BEVAL),
def(__BORLANDC__),
!def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
!def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
def(WSDEBUG),
def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(FEAT_FKMAP),
def(FEAT_RIGHTLEFT),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(FEAT_CLIPBOARD),
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
