def(WSDEBUG_SENSE),
def(DEBUG),
def(FEAT_TOOLBAR),
True,
def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(MAIN),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WIN32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_SUN_WORKSHOP),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(LESSTIF_VERSION),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(_WIN32),
def(WSDEBUG_TRACE),
def(FEAT_PROFILE),
def(FEAT_GUI),
def(PROTO),
def(__MINT__),
def(FEAT_BEVAL),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_JOB_CHANNEL),
def(FEAT_GUI_W32),
!def(INET_SOCKETS),
!def(FEAT_PROFILE),
!def(FEAT_GUI_W32),
