def(MCH_WRITE_DUMP),
def(FEAT_RIGHTLEFT),
!def(FEAT_MBYTE),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
!def(RISCOS),
!def(NO_CONSOLE),
def(FEAT_TERMRESPONSE),
True,
def(LESSTIF_VERSION),
def(PROTO),
def(__BORLANDC__),
!def(PROTO),
!def(FEAT_RIGHTLEFT),
def(FEAT_GUI_GTK),
def(DEBUG),
def(FEAT_FKMAP),
def(FEAT_MBYTE),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(WSDEBUG),
!def(EBCDIC),
def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
def(RISCOS),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(EBCDIC),
def(NBDEBUG),
!def(FEAT_BEVAL),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
