def(INET_SOCKETS),
def(FEAT_CLIPBOARD),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
def(WSDEBUG_SENSE),
def(WIN32),
def(LESSTIF_VERSION),
def(FEAT_BEVAL_GUI),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
def(MAIN),
def(FEAT_GUI),
def(_WIN32),
!def(FEAT_GUI_W32),
!def(FEAT_PROFILE),
def(FEAT_BEVAL),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_PROFILE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
def(FEAT_MBYTE),
def(__MINT__),
True,
def(WSDEBUG),
def(FEAT_JOB_CHANNEL),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(PROTO),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
