!def(NO_CONSOLE),
def(FEAT_TERMRESPONSE),
def(FEAT_MBYTE),
def(FEAT_BEVAL),
!def(INET_SOCKETS),
def(NBDEBUG),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_RIGHTLEFT),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
def(PROTO),
def(DEBUG),
def(WSDEBUG),
!def(PROTO),
def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
!def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
def(FEAT_FKMAP),
def(__BORLANDC__),
