!def(FEAT_BEVAL),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
!def(PROTO),
def(MCH_WRITE_DUMP),
def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(NO_CONSOLE),
def(FEAT_MBYTE),
def(WSDEBUG),
True,
def(FEAT_TOOLBAR),
def(PROTO),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
def(__BORLANDC__),
def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
def(WSDEBUG_SENSE),
!def(FEAT_MBYTE),
!def(FEAT_GUI_GTK),
