def(MCH_WRITE_DUMP),
True,
!def(NO_CONSOLE),
def(FEAT_BEVAL),
def(DEBUG),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI),
!def(PROTO),
def(FEAT_TOOLBAR),
def(PROTO),
!def(FEAT_GUI_W32),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
def(NBDEBUG),
def(INET_SOCKETS),
def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
def(__BORLANDC__),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
