def(FEAT_SUN_WORKSHOP),
True,
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(LESSTIF_VERSION),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
def(NBDEBUG),
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
def(WSDEBUG),
def(PROTO),
!def(NO_CONSOLE),
!def(PROTO),
def(FEAT_GUI_GTK),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(WSDEBUG_SENSE),
!def(FEAT_BEVAL),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
