def(__BORLANDC__),
def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
def(FEAT_MBYTE),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
!def(PROTO),
def(DEBUG),
!def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
def(NBDEBUG),
def(FEAT_RIGHTLEFT),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(NO_CONSOLE),
!def(FEAT_GUI_GTK),
!def(FEAT_MBYTE),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
!def(FEAT_RIGHTLEFT),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(PROTO),
True,
def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
