!def(FEAT_GUI_W32),
def(FEAT_BEVAL),
def(FEAT_PROFILE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(INET_SOCKETS),
def(__MINT__),
def(MAIN),
def(NBDEBUG),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
True,
def(WIN32),
def(WSDEBUG_TRACE),
def(DEBUG),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
def(WSDEBUG),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
def(PROTO),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(_WIN32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_JOB_CHANNEL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_GUI_W32),
def(FEAT_GUI),
