def(WSDEBUG),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
def(DEBUG),
!def(PROTO),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
True,
def(NBDEBUG),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(PROTO),
def(__BORLANDC__),
def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL),
def(INET_SOCKETS),
!def(NO_CONSOLE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
def(WSDEBUG_TRACE),
def(MCH_WRITE_DUMP),
