(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(__MINT__),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
def(FEAT_BEVAL_GUI),
def(WIN32),
def(PROTO),
def(FEAT_MBYTE),
!def(FEAT_PROFILE),
def(FEAT_GUI_W32),
True,
def(DEBUG),
def(MAIN),
def(FEAT_TERMRESPONSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(_WIN32),
!def(UNIX),
def(FEAT_FLOAT),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(UNIX),
!def(INET_SOCKETS),
def(FEAT_FKMAP),
def(FEAT_PROFILE),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(FEAT_JOB_CHANNEL),
def(FEAT_TOOLBAR),
def(FEAT_RIGHTLEFT),
!def(FEAT_GUI_W32),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
def(NBDEBUG),
def(WSDEBUG_SENSE),
def(WSDEBUG_TRACE),
