def(MCH_WRITE_DUMP),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
def(__BORLANDC__),
True,
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
def(FEAT_GUI),
def(WSDEBUG_TRACE),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
def(DEBUG),
!def(NO_CONSOLE),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(WSDEBUG),
!def(PROTO),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
