def(WSDEBUG_SENSE),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
def(FEAT_CLIPBOARD),
def(FEAT_MBYTE),
def(PROTO),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(PROTO),
!def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(DEBUG),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
def(NBDEBUG),
def(MCH_WRITE_DUMP),
True,
def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(__BORLANDC__),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
def(INET_SOCKETS),
def(WSDEBUG),
