!def(INET_SOCKETS),
def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_TRACE),
def(FEAT_MBYTE),
def(FEAT_RIGHTLEFT),
def(WSDEBUG_SENSE),
!def(PROTO),
!def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
!def(NO_CONSOLE),
def(PROTO),
def(FEAT_FKMAP),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
def(__BORLANDC__),
def(WSDEBUG),
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(FEAT_GUI),
!def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
def(FEAT_CLIPBOARD),
