!def(PROTO),
def(FEAT_GUI),
!def(FEAT_MBYTE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
def(WSDEBUG),
!def(FEAT_GUI_W32),
!def(FEAT_BEVAL),
def(FEAT_FKMAP),
def(FEAT_CLIPBOARD),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
def(PROTO),
def(RISCOS),
def(JUMPLIST_ROTATE),
def(DEBUG),
def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
!def(RISCOS),
def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
True,
def(FEAT_MBYTE),
def(__BORLANDC__),
def(FEAT_TOOLBAR),
!def(FEAT_RIGHTLEFT),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(FEAT_RIGHTLEFT),
