!def(NO_CONSOLE),
def(JUMPLIST_ROTATE),
def(FEAT_FKMAP),
!def(FEAT_EMACS_TAGS),
def(INET_SOCKETS),
def(FEAT_MBYTE),
def(FEAT_GUI),
def(FEAT_EMACS_TAGS),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_GTK),
def(DEBUG),
!def(FEAT_BEVAL),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG),
def(WSDEBUG_TRACE),
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
True,
def(MCH_WRITE_DUMP),
!def(PROTO),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(PROTO),
!def(INET_SOCKETS),
def(FEAT_RIGHTLEFT),
def(__BORLANDC__),
def(FEAT_GUI_GTK),
