def(MCH_WRITE_DUMP),
!def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
def(PROTO),
!def(FEAT_GUI_W32),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
!def(NO_CONSOLE),
def(LESSTIF_VERSION),
def(NBDEBUG),
def(__BORLANDC__),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(DEBUG),
def(FEAT_TOOLBAR),
True,
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(FEAT_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
