def(JUMPLIST_ROTATE),
True,
def(PROTO),
def(NBDEBUG),
def(FEAT_BEVAL),
def(WSDEBUG),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
def(FEAT_TOOLBAR),
def(MCH_WRITE_DUMP),
def(__BORLANDC__),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
!def(FEAT_BEVAL),
def(FEAT_GUI),
!def(PROTO),
!def(INET_SOCKETS),
!def(NO_CONSOLE),
def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
