def(FEAT_GUI_GTK),
def(FEAT_FKMAP),
def(PROTO),
def(DEBUG),
def(FEAT_MBYTE),
!def(NO_CONSOLE),
def(LESSTIF_VERSION),
def(NBDEBUG),
!def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(WSDEBUG),
def(FEAT_GUI),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
def(FEAT_CLIPBOARD),
def(FEAT_RIGHTLEFT),
!def(PROTO),
def(FEAT_BEVAL),
def(INET_SOCKETS),
def(__BORLANDC__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
True,
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
def(MCH_WRITE_DUMP),
