def(WSDEBUG_SENSE),
def(LESSTIF_VERSION),
def(_WIN32),
!def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
!def(NO_CONSOLE),
def(WIN32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
def(DEBUG),
def(MAIN),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
def(FEAT_FKMAP),
def(JUMPLIST_ROTATE),
def(FEAT_RIGHTLEFT),
def(WSDEBUG),
True,
def(WSDEBUG_TRACE),
def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
def(FEAT_TERMTRUECOLOR),
def(FEAT_BEVAL),
