def(FEAT_JOB_CHANNEL),
def(_WIN32),
def(__MINT__),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_PROFILE),
def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
True,
!def(FEAT_PROFILE),
def(FEAT_GUI_W32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
def(DEBUG),
def(WIN32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MAIN),
def(FEAT_GUI),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
def(WSDEBUG_SENSE),
