!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG_SENSE),
!def(FEAT_PROFILE),
def(DEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(MAIN),
def(_WIN32),
True,
!def(INET_SOCKETS),
def(FEAT_GUI),
def(WIN32),
def(PROTO),
def(INET_SOCKETS),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_MBYTE),
def(__MINT__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
def(NBDEBUG),
def(FEAT_PROFILE),
def(FEAT_TOOLBAR),
