def(MCH_WRITE_DUMP),
def(WSDEBUG_SENSE),
def(FEAT_CLIPBOARD),
def(FEAT_TOOLBAR),
def(FEAT_MBYTE),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(__BORLANDC__),
def(FEAT_RIGHTLEFT),
def(LESSTIF_VERSION),
def(FEAT_FKMAP),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
def(DEBUG),
def(PROTO),
!def(PROTO),
!def(FEAT_BEVAL),
!def(INET_SOCKETS),
!def(NO_CONSOLE),
def(WSDEBUG_TRACE),
def(FEAT_SUN_WORKSHOP),
True,
def(FEAT_BEVAL),
