!def(PROTO),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
!def(FEAT_RIGHTLEFT),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
True,
def(WSDEBUG_SENSE),
def(__BORLANDC__),
!def(FEAT_BEVAL),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_FKMAP),
!def(NO_CONSOLE),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
def(DEBUG),
def(FEAT_RIGHTLEFT),
def(FEAT_MBYTE),
def(NBDEBUG),
!def(FEAT_GUI_W32),
!def(INET_SOCKETS),
