def(FEAT_BEVAL),
def(WSDEBUG),
def(PROTO),
def(FEAT_GUI),
!def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(DEBUG),
!def(NO_CONSOLE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
True,
def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(NBDEBUG),
def(MAIN),
def(FEAT_TERMRESPONSE),
def(_WIN32),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(WIN32),
def(WSDEBUG_TRACE),
def(FEAT_SUN_WORKSHOP),
