!def(NO_CONSOLE),
def(FEAT_GUI),
def(PROTO),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(NBDEBUG),
def(WSDEBUG),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(DEBUG),
!def(INET_SOCKETS),
def(MAIN),
def(WIN32),
def(_WIN32),
def(FEAT_GUI_W32),
