(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WIN32),
(def(USE_WS_ERRORHANDLER)&def(WSDEBUG)),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
def(PROTO),
(def(USE_NB_ERRORHANDLER)&def(NBDEBUG)),
def(WSDEBUG),
def(__MINT__),
def(LESSTIF_VERSION),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_TOOLBAR),
def(DEBUG),
True,
!def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(MAIN),
def(FEAT_JOB_CHANNEL),
def(INET_SOCKETS),
!def(INET_SOCKETS),
def(_WIN32),
def(FEAT_GUI_W32),
