def(WSDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_TOOLBAR),
def(FEAT_FKMAP),
def(DEBUG),
def(FEAT_RIGHTLEFT),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_PROFILE),
def(MAIN),
def(PROTO),
def(FEAT_MBYTE),
def(NBDEBUG),
def(FEAT_BEVAL_GUI),
True,
def(JUMPLIST_ROTATE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(LESSTIF_VERSION),
!def(FEAT_PROFILE),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(WIN32),
def(_WIN32),
def(FEAT_FLOAT),
def(__MINT__),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG_TRACE),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
