def(FEAT_TERMRESPONSE),
def(DEBUG),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
!def(PROTO),
def(WSDEBUG),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(MCH_WRITE_DUMP),
def(NBDEBUG),
def(FEAT_GUI),
def(__BORLANDC__),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
!def(NO_CONSOLE),
