!def(NO_CONSOLE),
def(PROTO),
!def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG),
def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
def(LESSTIF_VERSION),
def(INET_SOCKETS),
!def(PROTO),
def(__BORLANDC__),
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(DEBUG),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(FEAT_GUI),
def(FEAT_GUI_W32),
