def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(PROTO),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(WSDEBUG_TRACE),
def(__BORLANDC__),
def(WSDEBUG),
!def(NO_CONSOLE),
def(NBDEBUG),
def(MCH_WRITE_DUMP),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
True,
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
def(PROTO),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
