!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(PROTO),
def(__BORLANDC__),
True,
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(INET_SOCKETS),
!def(PROTO),
!def(NO_CONSOLE),
def(DEBUG),
def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(WSDEBUG),
def(MCH_WRITE_DUMP),
def(INET_SOCKETS),
def(NBDEBUG),
def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
!def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
