def(WSDEBUG),
def(FEAT_BEVAL),
def(NBDEBUG),
def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_TRACE),
def(FEAT_SUN_WORKSHOP),
def(_WIN32),
def(FEAT_GUI),
def(DEBUG),
!def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_GTK),
!def(FEAT_PROFILE),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(FEAT_GUI_W32),
def(MAIN),
def(FEAT_JOB_CHANNEL),
True,
def(PROTO),
def(FEAT_PROFILE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WIN32),
def(JUMPLIST_ROTATE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(__MINT__),
