def(FEAT_TERMRESPONSE),
def(NBDEBUG),
def(__BORLANDC__),
def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(INET_SOCKETS),
!def(FEAT_GUI_W32),
!def(PROTO),
True,
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(PROTO),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
