def(WSDEBUG),
def(LESSTIF_VERSION),
def(FEAT_RIGHTLEFT),
def(FEAT_GUI_W32),
def(NBDEBUG),
True,
def(FEAT_GUI),
!def(FEAT_BEVAL),
def(FEAT_BEVAL),
def(FEAT_MBYTE),
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_FKMAP),
def(WSDEBUG_SENSE),
def(MCH_WRITE_DUMP),
!def(PROTO),
def(DEBUG),
def(PROTO),
!def(INET_SOCKETS),
def(__BORLANDC__),
