def(WSDEBUG_TRACE),
True,
def(FEAT_RIGHTLEFT),
def(FEAT_TERMRESPONSE),
def(FEAT_FKMAP),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(NBDEBUG),
def(__BORLANDC__),
!def(FEAT_GUI_W32),
def(DEBUG),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
!def(PROTO),
def(PROTO),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
def(FEAT_GUI),
def(FEAT_MBYTE),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(FEAT_TOOLBAR),
