def(WSDEBUG_TRACE),
def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
def(MCH_WRITE_DUMP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
def(FEAT_FKMAP),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
def(FEAT_CLIPBOARD),
def(DEBUG),
!def(FEAT_BEVAL),
def(FEAT_GUI_W32),
!def(NO_CONSOLE),
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
!def(PROTO),
def(__BORLANDC__),
def(FEAT_TERMRESPONSE),
def(FEAT_RIGHTLEFT),
def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(INET_SOCKETS),
def(PROTO),
def(FEAT_BEVAL),
def(FEAT_MBYTE),
def(NBDEBUG),
True,
def(WSDEBUG),
