def(FEAT_PROFILE),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
def(PROTO),
def(FEAT_GUI_W32),
def(MAIN),
def(FEAT_BEVAL),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(_WIN32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
True,
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
!def(FEAT_PROFILE),
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
def(FEAT_JOB_CHANNEL),
def(__MINT__),
def(NBDEBUG),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(INET_SOCKETS),
def(DEBUG),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
