def(FEAT_RIGHTLEFT),
!def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(FEAT_EMACS_TAGS),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(NBDEBUG),
def(INET_SOCKETS),
def(__BORLANDC__),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(FEAT_FKMAP),
True,
def(DEBUG),
def(FEAT_CLIPBOARD),
!def(FEAT_EMACS_TAGS),
!def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MCH_WRITE_DUMP),
def(FEAT_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG),
def(PROTO),
def(FEAT_BEVAL),
!def(PROTO),
def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
!def(NO_CONSOLE),
def(FEAT_MBYTE),
