(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
!def(WIN64),
!def(FEAT_GUI_W32),
def(EBCDIC),
def(JUMPLIST_ROTATE),
(!def(FEAT_BEVAL)&def(FEAT_NETBEANS_INTG)),
def(FEAT_GUI_GTK),
True,
def(DEBUG),
def(FEAT_RIGHTLEFT),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_W32)),
!def(FEAT_GUI_MOTIF),
(!def(FEAT_GUI_MOTIF)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))&def(FEAT_GUI_W32)),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)),
def(FEAT_TOOLBAR),
!def(EBCDIC),
def(FEAT_FKMAP),
def(WIN64),
def(FEAT_GUI),
!def(FEAT_BEVAL),
(def(NBDEBUG)&def(FEAT_GUI_W32)),
def(NBDEBUG),
!def(NO_CONSOLE),
(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(FEAT_MBYTE),
!def(RISCOS),
def(FEAT_TERMRESPONSE),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)&def(FEAT_GUI_W32)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))),
def(FEAT_GUI_MOTIF),
