!def(PROTO),
def(FEAT_TOOLBAR),
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
def(WSDEBUG),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
def(__BORLANDC__),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
True,
!def(FEAT_EMACS_TAGS),
def(PROTO),
def(FEAT_GUI_GTK),
def(FEAT_RIGHTLEFT),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(FEAT_MBYTE),
def(FEAT_EMACS_TAGS),
def(NBDEBUG),
def(MCH_WRITE_DUMP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(FEAT_FKMAP),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_BEVAL),
def(DEBUG),
!def(INET_SOCKETS),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
