def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
!def(NO_CONSOLE),
def(PROTO),
def(DEBUG),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(NBDEBUG),
def(__BORLANDC__),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
def(FEAT_MBYTE),
def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
!def(PROTO),
True,
def(WSDEBUG_SENSE),
def(FEAT_FKMAP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MCH_WRITE_DUMP),
!def(INET_SOCKETS),
def(FEAT_RIGHTLEFT),
def(FEAT_GUI),
def(WSDEBUG),
!def(FEAT_BEVAL),
