def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
def(WIN32),
def(WSDEBUG_TRACE),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(_WIN32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(DEBUG),
def(FEAT_TOOLBAR),
!def(NO_CONSOLE),
def(MAIN),
def(FEAT_GUI_W32),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
def(WSDEBUG),
True,
def(LESSTIF_VERSION),
def(NBDEBUG),
