def(PROTO),
def(MAIN),
def(__MINT__),
!def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WSDEBUG_SENSE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(FEAT_PROFILE),
def(WSDEBUG_TRACE),
def(DEBUG),
!def(FEAT_PROFILE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
def(FEAT_JOB_CHANNEL),
True,
def(INET_SOCKETS),
def(NBDEBUG),
def(FEAT_GUI_W32),
def(FEAT_GUI),
def(_WIN32),
!def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
