def(FEAT_RIGHTLEFT),
def(NBDEBUG),
!def(PROTO),
def(FEAT_GUI),
def(LESSTIF_VERSION),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_FKMAP),
!def(FEAT_RIGHTLEFT),
def(FEAT_TERMRESPONSE),
def(FEAT_MBYTE),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
True,
!def(NO_CONSOLE),
def(FEAT_BEVAL),
def(WSDEBUG),
def(DEBUG),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
!def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(MCH_WRITE_DUMP),
def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(__BORLANDC__),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(PROTO),
