def(FEAT_GUI),
def(WSDEBUG_SENSE),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
def(PROTO),
def(__BORLANDC__),
!def(PROTO),
def(FEAT_BEVAL),
!def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
def(WSDEBUG),
def(MAIN),
def(FEAT_GUI_W32),
True,
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
def(FEAT_GUI_GTK),
