def(FEAT_RIGHTLEFT),
def(DEBUG),
def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
!def(PROTO),
def(MCH_WRITE_DUMP),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
def(FEAT_BEVAL),
def(FEAT_MBYTE),
!def(FEAT_GUI_W32),
def(PROTO),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
def(FEAT_FKMAP),
def(FEAT_TOOLBAR),
def(WSDEBUG_TRACE),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
def(FEAT_GUI),
def(FEAT_CLIPBOARD),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
!def(FEAT_BEVAL),
def(LESSTIF_VERSION),
!def(NO_CONSOLE),
def(__BORLANDC__),
True,
