def(JUMPLIST_ROTATE),
!def(EBCDIC),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TERMRESPONSE),
def(FEAT_CLIPBOARD),
def(LESSTIF_VERSION),
def(WSDEBUG),
def(__BORLANDC__),
!def(FEAT_MBYTE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(WSDEBUG_TRACE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_MBYTE),
def(DEBUG),
def(FEAT_GUI),
!def(PROTO),
def(FEAT_GUI_GTK),
def(RISCOS),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
!def(RISCOS),
def(NBDEBUG),
!def(FEAT_BEVAL),
True,
def(EBCDIC),
def(FEAT_TOOLBAR),
def(MCH_WRITE_DUMP),
def(FEAT_FKMAP),
