def(LESSTIF_VERSION),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
!def(NO_CONSOLE),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
!def(FEAT_GUI_GTK),
def(WSDEBUG),
def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(WSDEBUG_TRACE),
!def(PROTO),
!def(FEAT_GUI_W32),
def(FEAT_GUI),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
def(PROTO),
