def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
def(NBDEBUG),
!def(PROTO),
def(__BORLANDC__),
def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
True,
def(LESSTIF_VERSION),
def(FEAT_MBYTE),
def(FEAT_TOOLBAR),
def(DEBUG),
def(PROTO),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
def(FEAT_RIGHTLEFT),
!def(NO_CONSOLE),
def(FEAT_FKMAP),
def(WSDEBUG_TRACE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_CLIPBOARD),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(INET_SOCKETS),
def(INET_SOCKETS),
def(FEAT_BEVAL),
def(FEAT_GUI),
