!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(MCH_WRITE_DUMP),
def(FEAT_BEVAL),
def(NBDEBUG),
def(FEAT_CLIPBOARD),
def(FEAT_RIGHTLEFT),
def(PROTO),
def(WSDEBUG_TRACE),
True,
def(FEAT_GUI_W32),
!def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
def(FEAT_MBYTE),
def(FEAT_FKMAP),
!def(PROTO),
def(FEAT_GUI_GTK),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
def(WSDEBUG),
def(INET_SOCKETS),
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(__BORLANDC__),
