!def(NO_CONSOLE),
def(WSDEBUG),
def(DEBUG),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
def(FEAT_FKMAP),
def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
!def(PROTO),
def(FEAT_GUI_W32),
def(FEAT_BEVAL),
def(__BORLANDC__),
def(LESSTIF_VERSION),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
True,
def(JUMPLIST_ROTATE),
def(PROTO),
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(FEAT_RIGHTLEFT),
def(MCH_WRITE_DUMP),
def(FEAT_MBYTE),
def(INET_SOCKETS),
def(FEAT_CLIPBOARD),
!def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
