!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(NBDEBUG),
def(MCH_WRITE_DUMP),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
!def(INET_SOCKETS),
def(FEAT_GUI_GTK),
True,
def(FEAT_MBYTE),
def(LESSTIF_VERSION),
def(WSDEBUG),
!def(PROTO),
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
def(DEBUG),
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(NO_CONSOLE),
def(FEAT_CLIPBOARD),
def(WSDEBUG_TRACE),
def(__BORLANDC__),
def(FEAT_GUI),
def(PROTO),
