def(__MINT__),
def(PROTO),
def(INET_SOCKETS),
def(_WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(FEAT_GUI_GTK),
def(WSDEBUG),
def(FEAT_BEVAL_GUI),
def(WSDEBUG_TRACE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(WSDEBUG_SENSE),
!def(FEAT_PROFILE),
def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(DEBUG),
def(JUMPLIST_ROTATE),
True,
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(WIN32),
!def(FEAT_GUI_W32),
def(MAIN),
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_JOB_CHANNEL),
def(FEAT_PROFILE),
