def(__MINT__),
!def(FEAT_PROFILE),
def(WIN32),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(MAIN),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
def(PROTO),
def(FEAT_PROFILE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_BEVAL),
def(DEBUG),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
def(_WIN32),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL_GUI),
def(FEAT_GUI),
!def(INET_SOCKETS),
def(WSDEBUG),
True,
