def(FEAT_GUI_GTK),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
True,
def(FEAT_GUI_W32),
def(PROTO),
def(MCH_WRITE_DUMP),
!def(NO_CONSOLE),
def(FEAT_TOOLBAR),
def(__BORLANDC__),
def(INET_SOCKETS),
def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(LESSTIF_VERSION),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
!def(PROTO),
